,index,comment,label
2489,2489,"pin hao hơi nhanh hao nhanh hơn oppo as mới đã dùng tháng thứ 
 các ứng_dụng ngầm hoặc các ứng_dụng khác ko dùng như duo yt music play phim đã buộc dừng hoặc gỡ cài_đặt rồi nhưng khi cập_nhật bản vá mới thì các ứng_dụng đó ko còn ở trạng_thái buộc dừng nữa và hiển_thị trên màn_hình điện_thoại nên lại phải thực_hiện buộc dừnggỡ 
 có cách nào xử_lý ko ạ","[ 0.  0.  1.  0.  0.  0.  0.  0.  0.  0. -1. -1.  0. -1. -1. -1. -1. -1.
 -1. -1.]"
2490,2490,bên đoạn khoang tròn có chấm chấm nhìn như bị dính bụi nhìn rất khó_chịu không biết có ai giống e ko ạ,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
2491,2491,điện_thoại sài mượt chơi game ok chụp hình tuyệt đẹp dung_lượng nhiều sài không lo bộ_nhớ đầy pin cầm rất tốt,"[ 1.  0.  1.  1.  0.  0.  0.  0.  0.  1.  2. -1.  2.  2. -1. -1. -1. -1.
 -1.  2.]"
2492,2492,về phần thiết_kế thì đẹp và nhìn sang_trọng chip xử_lí tốt đáng mua trong tầm giá,"[ 0.  0.  0.  1.  1.  1.  1.  0.  0.  0. -1. -1. -1.  2.  2.  2.  2. -1.
 -1. -1.]"
2493,2493,mua được tuần nhưng cảm_nhận thấy cấu_hình ổn sạc pin nhanhchơi game mượt nhưng mình thấy cam chụp xấu bắt sóng di_động yếu cam lồi quá dễ vỡ,"[ 1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  2.  2.  0. -1. -1. -1.
 -1. -1.]"
2494,2494,vừa nhận máy máy cầm khá chắc_chắn không ọp_ẹp phím bấm ok loa tạm được nhân_viên giao hàng nhiệt_tình,"[ 0.  1.  0.  0.  1.  0.  0.  0.  1.  0. -1.  1. -1. -1.  2. -1. -1. -1.
  2. -1.]"
2495,2495,trải nghiệm gần tháng cảm_thấy máy nóng hơi nhanh nhưng đảm_bảo mượt có_điều không biết phải do máy không mà sao bắt wifi kém quá hay đứng và load thường_xuyên mình không sài ốp lưng trong khi cái ip cũ vẫn sài ầm_ầm,"[ 0.  1.  0.  1.  0.  0.  0.  0.  0.  0. -1.  0. -1.  1. -1. -1. -1. -1.
 -1. -1.]"
2496,2496,mình mua máy cũ xài đã rất ok r tiết_kiệm đc khoản k nhỏ ahihi bạn nào suy_nghĩ đắn_đo thì cứ quất về xài thử đi mua cũ xài cũng bao êm nha,"[ 0.  0.  0.  0.  0.  1.  1.  0.  0.  0. -1. -1. -1. -1. -1.  2.  2. -1.
 -1. -1.]"
2497,2497,sản_phẩm đáng để mua giá tốt camera ổnpin trâu chơi game mượtvân tay mở rất nhanh tuyệt_vời 👍 👍 👍,"[ 1.  1.  1.  1.  0.  1.  1.  0.  0.  0.  2.  2.  2.  2. -1.  2.  2. -1.
 -1. -1.]"
2498,2498,mình khuyên các bạn đừng muamới mua ngày về bị thoát ra khi đang xem phimlên lần đầu lên sửa nhân_viên bảo là do lỗi cập_nhật dùng gần tháng máy đơ lên nhân_viên chỉnh hơn một tiếngmua thế_giới di_động đólàm ăn kiểu ni chừa luôn đó,"[ 0.  0.  0.  1.  0.  1.  0.  0.  1.  0. -1. -1. -1.  0. -1.  0. -1. -1.
  0. -1.]"
2499,2499,máy dùng pin trâu sạc nhanh màn đẹp với nhu_cầu làm_việc của mình thì rất hài_lòng vs sp này,"[ 0.  0.  1.  0.  0.  1.  0.  1.  0.  0. -1. -1.  2. -1. -1.  2. -1.  2.
 -1. -1.]"
2500,2500,máy này chiến pubg tốt ko a e xin ý kiên chân_thành mình tính mua kkkkkkkkkkkkk,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
2501,2501,mình thấy lúc xem ảnh bị ngã vànglúc nhình nghiêng thì okhơi khó chịucó bạn nào bị vậy ko,"[ 0.  0.  0.  0.  0.  0.  0.  1.  0.  0. -1. -1. -1. -1. -1. -1. -1.  0.
 -1. -1.]"
2502,2502,mới mua hôm_qua dt thiết_kế đẹp pin trâu mình sài ngày mới hết pin chơi pubg lien quân mượt cam đối_với mình là ổn,"[ 1.  0.  1.  1.  1.  0.  0.  0.  0.  0.  2. -1.  2.  2.  2. -1. -1. -1.
 -1. -1.]"
2503,2503,sài đc nhưng mao hết pin quá mới sạc hồi tối thì sáng hết pin rùi mong liên_hệ lại để sửa_chữa,"[ 0.  0.  1.  0.  0.  1.  0.  0.  0.  0. -1. -1.  0. -1. -1.  2. -1. -1.
 -1. -1.]"
2504,2504,sử_dụng năm rồi mọi thứ vẫn ổn_định chưa thấy lỗi gì sóng g mạnh_mẽ lúc mới mua tr máy không nóng không giật lắc mình chỉ sử_dụng facebook youtube và số game,"[ 0.  1.  0.  1.  0.  1.  0.  0.  0.  0. -1.  2. -1.  1. -1.  2. -1. -1.
 -1. -1.]"
2505,2505,sản_phẩm rất tốt nhân_viên phục_vụ nhiệt_tình tôi rất thích sản_phẩm này máy dùng rất mượt mà chế_độ bảo_hành rất tốt pin khoẻ màn_hình to dễ nhìn tôi rất thích sản_phẩm này,"[ 0.  0.  1.  1.  0.  1.  0.  1.  1.  0. -1. -1.  2.  2. -1.  2. -1.  2.
  2. -1.]"
2506,2506,sản_phẩm chụp ảnh đẹp quá tuyệt_vời so với mức giá có sạc nhanh trả_góp còn ko mất lãi,"[ 1.  0.  1.  0.  0.  1.  1.  0.  1.  0.  2. -1.  2. -1. -1.  2.  1. -1.
  2. -1.]"
2507,2507,máy sài lỗi quá nhiều hết app này đến app khác còn lỗi âm_thanh nữa pin tuột hơi nhanh thất_vọng,"[ 0.  1.  1.  1.  0.  1.  0.  0.  0.  0. -1.  0.  0.  0. -1.  0. -1. -1.
 -1. -1.]"
2508,2508,minh mới mua được mấy hôm nhưng thấy pin cũng nhanh hết quá ko biết kiểu gicòn mọi thứ đều ổn,"[ 0.  0.  1.  0.  0.  1.  0.  0.  0.  0. -1. -1.  0. -1. -1.  2. -1. -1.
 -1. -1.]"
2509,2509,sản_phẩm ok cấu_hình ổn màn_hình to rõ nhân_viên ở từ sơn bắc ninh nhiệt_tình quá,"[ 0.  0.  0.  1.  0.  1.  0.  1.  1.  0. -1. -1. -1.  2. -1.  2. -1.  2.
  2. -1.]"
2510,2510,điện_thoại tốt phù_hợp với sinh_viên người lao_động chơi game nhẹ lqmb pubg cấu_hình thấp thì ok,"[ 0.  0.  0.  1.  0.  1.  0.  0.  0.  0. -1. -1. -1.  2. -1.  2. -1. -1.
 -1. -1.]"
2511,2511,sạc pin báo đầy không_thể sạc thêm nữa máy bị lỗi sạc mình đã đổi củ sạc khác vẫn báo như vậy mình mới mua máy được hôm có được đổi trả sang máy khác được không ạ,"[ 0.  0.  1.  0.  0.  0.  0.  0.  1.  0. -1. -1.  0. -1. -1. -1. -1. -1.
  1. -1.]"
2512,2512,sản_phẩm xài tốt còn vài thứ chưa cài_đặt được như bàn_phím gõ kiểu vni biểu_tượng tin nhắn mesenger,"[ 0.  1.  0.  0.  0.  1.  0.  0.  0.  0. -1.  0. -1. -1. -1.  2. -1. -1.
 -1. -1.]"
2513,2513,sản_phẩm rất ok pin rất trâu mua về cho con_gái là thấy hài_lòng lắm nhân_viên nhiệt_tình vui_vẻ thái_độ tốt cảm_ơn tgdd lắm,"[ 0.  0.  1.  0.  0.  1.  0.  0.  1.  0. -1. -1.  2. -1. -1.  2. -1. -1.
  2. -1.]"
2514,2514,"sản_phẩm tốt suất sắc trong tầm máy đẹp pin trâu 
 màn_hình cũng ok nhưng ko thể bằng vsmart live đời_đầu","[ 0.  0.  1.  0.  1.  1.  0.  1.  0.  0. -1. -1.  2. -1.  2.  2. -1.  0.
 -1. -1.]"
2515,2515,mình sài hơn cả tháng rất ok mà pin hơi nhanh nhưng hình_ảnh sắc nét xem phim cực đỉnh bộ_nhớ quá_đà tải gần tập mà chưa đầy,"[ 0.  0.  1.  0.  0.  1.  0.  1.  0.  1. -1. -1.  0. -1. -1.  2. -1.  2.
 -1.  2.]"
2516,2516,mình mới mua ngày hôm_qua dùng ok pin trâu kết_cấu tuyệt mấy ac nhân_viên tư ván nhiệt_tình,"[ 0.  0.  1.  1.  0.  1.  0.  0.  1.  0. -1. -1.  2.  2. -1.  2. -1. -1.
  2. -1.]"
2517,2517,tôi đã mua và đang sử_dụng nói_chung mọi thứ đều ok chỉ riêng mở khóa vân tay đúng là quá tệ mong rằng sẽ tốt hơn nếu nâng_cấp lên phần_mềm mới sau_này,"[ 0.  1.  0.  0.  0.  1.  0.  0.  0.  0. -1.  0. -1. -1. -1.  2. -1. -1.
 -1. -1.]"
2518,2518,sp tốt pin trâu game ngon loa ok k quá nhỏ camera sắc nét vân tay max nhạy thiết_kế đẹp đáng mua,"[ 1.  1.  1.  1.  1.  1.  1.  0.  0.  0.  2.  2.  2.  2.  2.  2.  2. -1.
 -1. -1.]"
2519,2519,mua tại tgdd được ngày gọi video call mờ_nhạt hình_ảnh ko đẹp ko hài_lòng mình muốn đổi lại,"[ 1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
2520,2520,"máy rất tốt 
 camera rất đẹp khi dùng app hoặc bình_thường cx đẹp mới mua hôm_qua làm gì cx hơi giật một_tí khi cập_nhật xong thì rất mượt nói_chung trong tầm giá z thì quá ok","[ 1.  0.  0.  1.  0.  1.  1.  0.  0.  0.  2. -1. -1.  2. -1.  2.  1. -1.
 -1. -1.]"
2521,2521,"quá tốt trong tầm giá chỉ tiết là không có kháng nước 
 mình đang sử_dụng ngày thứ chưa có vấn_đề gì khác đáng phải phàn_nàn với dung_lượng pin hiện_tại thì quá đủ để làm_việc và giải_trí một ngày","[ 0.  0.  0.  0.  1.  1.  1.  0.  0.  1. -1. -1. -1. -1.  0.  2.  1. -1.
 -1.  2.]"
2522,2522,chán a quá dùng tháng nt bị đơ dơi nhẹ vỡ luôn kính camera sau vân tay khuôn_mặt chậm nói_chung là không nên mua,"[ 0.  1.  0.  1.  1.  1.  0.  0.  0.  0. -1.  0. -1.  0.  0.  0. -1. -1.
 -1. -1.]"
2523,2523,máy mượt màn_hình đẹp phản_hồi nhanh chơi game tốtflagship nên có cả chức_năng rán trứngpin thì thông_số maketingchưa đạt được sự kì_vọng với flagship trong tầm giá,"[ 0.  0.  1.  1.  0.  0.  0.  1.  0.  0. -1. -1.  0.  2. -1. -1. -1.  2.
 -1. -1.]"
2524,2524,mk sài đc mấy tuần r tốt chụp đẹp pin sài ok khoảng ngày rưỡi vì mk k cs chs game chỉ coi phim nhắn_tin thoy sạc nhanh chỉ tiếng là đầy mà mk sạc cỡ là tháo r loa ok độ sáng ok,"[ 1.  1.  1.  0.  0.  1.  0.  1.  0.  0.  2.  2.  2. -1. -1.  2. -1.  2.
 -1. -1.]"
2525,2525,con thấy tổng_thể mới thứ đều rất đẹp nào qua tggd mua ủng_hộ shop nha very very gôd,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
2526,2526,thấy mọi người chê quá chứ mình xài gần tháng rồi mọi thứ vẫn tốt sóng khỏe pin lâu sạc siêu nhanh bút spen thần_thánh màn_hình khá sáng chỉ có cảm_biến vân tay là ko nhạy với giá thế này thì ko nên đòi_hỏi quá nhiều đây chỉ là dòng cận cao_cấp gắn mác note mà thôi,"[ 0.  1.  1.  0.  0.  0.  0.  1.  0.  0. -1.  1.  2. -1. -1. -1. -1.  2.
 -1. -1.]"
2527,2527,"quá tuyệt 
 giá rẻ mà xịn hơn cả samsung 
 rất hà lòng mong mọi người sẽ ủng_hộ vsmart vì thật_sự là sản_phẩm tốt","[ 0.  0.  0.  0.  0.  1.  1.  0.  1.  0. -1. -1. -1. -1. -1.  2.  2. -1.
  2. -1.]"
2528,2528,sau dêm xàitôi tháy máy chơi game rất mượt trận p mất pinrất okvề chụp ảnh thì rất đẹp các bạn aknên mua đi và cảm_nhậnpin rất trâu và đặc_biệt k nóng mấy,"[ 1.  0.  1.  1.  0.  0.  0.  0.  0.  0.  2. -1.  2.  2. -1. -1. -1. -1.
 -1. -1.]"
2529,2529,nó chung tầm giá ntn là qúa ngon r nhug mình mua dc tháng hừm qua mới kiu cập_nhật ụp xong giờ sạc pin lên đến là max rồi ko bít lời tại ai,"[ 0.  0.  0.  1.  0.  1.  1.  0.  0.  0. -1. -1. -1.  0. -1.  2.  1. -1.
 -1. -1.]"
2530,2530,mình mua được tuần cảm_thấy ko hài_lòng cảm_biến vân tay chậm quá máy cực nóng nhất_là phần camera khi mình gọi video,"[ 0.  1.  0.  1.  0.  1.  0.  0.  0.  0. -1.  0. -1.  0. -1.  0. -1. -1.
 -1. -1.]"
2531,2531,ban_đầu mua về sử_dụng thấy rất tốtdự đó phân_giải là p nhưng nhìn khá đẹploa to rõxem youtube ổn,"[ 0.  1.  0.  1.  0.  1.  0.  1.  0.  0. -1.  2. -1.  2. -1.  2. -1.  2.
 -1. -1.]"
2532,2532,mình mới mua điện_thoại vào hôm_nay mua hộ cho chị gái nên chưa biết điện_thoại xài như nào nhưng mình vẫn cho sao cho nhân_viên phục_vụ quá nhiệt_tình,"[ 0.  0.  0.  0.  0.  0.  0.  0.  1.  0. -1. -1. -1. -1. -1. -1. -1. -1.
  2. -1.]"
2533,2533,khá hay tôi rất thích sảng phẩm nay vì có nhiều tính_năng khá tốt cug hay lắm oks,"[ 0.  1.  0.  0.  0.  1.  0.  0.  0.  0. -1.  2. -1. -1. -1.  2. -1. -1.
 -1. -1.]"
2534,2534,máy sử_dụng rất tốt mượt_mà nhanh pin khỏe_thiết_kế đẹp chụp ảnh nét có chụp ảnh xóa_phông tôi rất ưng_ý về sản_phẩm nhân_viên phục_vụ tận_tình chu_đáo tôi rất hài_lòng,"[ 1.  0.  0.  1.  1.  1.  0.  0.  1.  0.  2. -1. -1.  2.  2.  2. -1. -1.
  2. -1.]"
2535,2535,máy đẹp màn_hình to cảm_ứng nhạy pin trâu lướt_sóng khoẻ tự_hào vingroup vsmart vinfast,"[ 0.  1.  1.  0.  1.  0.  0.  0.  1.  0. -1.  2.  2. -1.  2. -1. -1. -1.
  2. -1.]"
2536,2536,sau khi đổi lại máy thì máy sử_dụng khá ổn anh_chị nhân_viên ở thế_giới di_động chi_nhánh đường lạc hồng rạch giá kiên_giang rất thân_thiện và rất chuyên_nghiệp hỗ_trợ khách_hàng hết_mình mình cảm_thấy rất hài_lòng về anh_chị ở thế_giới di_động rạch giá nói_riêng và thế_giới di_động nói_chung,"[ 0.  0.  0.  0.  0.  1.  0.  0.  1.  0. -1. -1. -1. -1. -1.  2. -1. -1.
  2. -1.]"
2537,2537,"moi mua máy được ngay 
 chụp ảnh khá ổn 
 chơi game lq và bubg mượt máy ít nóng 
 bám vân tay nhìu 
 pin trâu 
 máy bắt sóng g yếu","[ 1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  2.  0.  2.  2.  2. -1. -1. -1.
 -1. -1.]"
2538,2538,máy ngon mạnh về cấu hìnhchụp hình đẹp pin trâuđáng đồng_tiền bỏ ranói chug qúa tuyệt,"[ 1.  0.  1.  1.  0.  1.  1.  0.  0.  0.  2. -1.  2.  2. -1.  2.  2. -1.
 -1. -1.]"
2539,2539,"sản_phẩm quá chi là ưng 
 nhiều người bảo là pin sao mà hết nhanh mình xem youtube và lướt facebook tầm p mà chỉ mất đến pin thôi nhé 
 mọi người chơi game nên để đồ_họa bt thôi đừng nên để max setting nó hao pin lắm nhé","[ 0.  0.  1.  0.  0.  1.  0.  0.  0.  0. -1. -1.  2. -1. -1.  2. -1. -1.
 -1. -1.]"
2540,2540,sảng phẩm đẹp nhưg sài đc tháng thì bắt_đầu có hiện_tượng giật lag nhẹ còn nhữg điôu khác đều ok,"[ 0.  0.  0.  1.  1.  1.  0.  0.  0.  0. -1. -1. -1.  0.  2.  2. -1. -1.
 -1. -1.]"
2541,2541,sợ con a dùng đơ cảm_ứng chậm mới mua chưa dc thang tốt nhất không nên dùng,"[ 0.  1.  0.  1.  0.  1.  0.  0.  0.  0. -1.  0. -1.  0. -1.  0. -1. -1.
 -1. -1.]"
2542,2542,"chiếc điện_thoại tệ nhất mà mình đã mua 
 rất rất hối_hận vì mua a 
 cũng không muốn chậm tới nó lần nào nửa","[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1. -1. -1. -1.  0. -1. -1.
 -1. -1.]"
2543,2543,wifi yêu có lúc lại tự nhảy tắt bật thế_là thế_nào nhỉ mới thứ khác như màn_hình pin quá chuẩn,"[ 0.  1.  1.  0.  0.  0.  0.  0.  0.  0. -1.  0.  2. -1. -1. -1. -1. -1.
 -1. -1.]"
2544,2544,với thời_điểm mình mua với số tiền ấy thì notelite mình thấy đây là sản_phẩm hợp_lý nhất nếu muốn hơn thì đương_nhiên tài_chính cũng phải tỉ_lệ_thuận thôi,"[ 0.  0.  0.  0.  0.  1.  1.  0.  0.  0. -1. -1. -1. -1. -1.  2.  2. -1.
 -1. -1.]"
2545,2545,máy mới mua xài bao mượt chụp hình đẹp loa nghe âm bass sạc một tiếng đầynói chung là sản_phẩm tốt đang trải nghiệm,"[ 1.  1.  1.  1.  0.  1.  0.  0.  0.  0.  2.  1.  1.  2. -1.  2. -1. -1.
 -1. -1.]"
2546,2546,sản_phẩm tốt nhất trong giá cảm_nhận vài ngày dùng xưa thấy không có gg ngại sài rồi mới thấy vẫn ngon_lành,"[ 0.  0.  0.  0.  0.  1.  1.  0.  0.  0. -1. -1. -1. -1. -1.  2.  1. -1.
 -1. -1.]"
2547,2547,tại_sao mình không chỉnh lên được mp ở camera sau sản_phẩm hợp túi_tiền màu đẹp,"[ 1.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0. -1. -1. -1.  2. -1.  2. -1.
 -1. -1.]"
2548,2548,mình chỉ không hài_lòng về sóng điện_thoại_di_động cực_kì chập_chờn nhiều khi không liên_lạc được dùng rất bực_mình,"[ 0.  1.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
2549,2549,mua xài được hơn thángmấy xài tâm ơn biểu_tượng thêm bị nhòe pin xài mà như pin từ tới mức tụt khá nhanh,"[ 0.  0.  1.  0.  0.  1.  0.  1.  0.  0. -1. -1.  0. -1. -1.  1. -1.  0.
 -1. -1.]"
2550,2550,pin mà cứ như tuộc nhanh số với dự_kiến mới mua ngày có_thể đổi lại để hoàn tiền được không ạ,"[ 0.  0.  1.  0.  0.  0.  0.  0.  0.  0. -1. -1.  0. -1. -1. -1. -1. -1.
 -1. -1.]"
2551,2551,"máy mới mua dc tháng mình đánh_giá cá_nhân như sau 
 máy mới mua dc tháng đã mất tr rồi 
 máy chạy không dc mượt lắm sáng ngày ra mất khoảng s để khởi chạy_androi 
 cấu_hình giá tiền như_vậy các bạn cân_nhắc thật kỹ rồi hãn quyết_định mua sản_phẩm như vậy nhé 
 trên đấy là ý_kiến cá_nhân của mình","[ 0.  0.  0.  1.  0.  1.  1.  0.  0.  0. -1. -1. -1.  0. -1.  1.  0. -1.
 -1. -1.]"
2552,2552,hàng chưa về mà nói hết hàng tạm thờikhi nào hàng về rồi nóixem lại bài viết đi,"[ 0.  0.  0.  0.  0.  0.  0.  0.  1.  0. -1. -1. -1. -1. -1. -1. -1. -1.
  0. -1.]"
2553,2553,nhỏ gọn thời_lượng pin tốt hiệu_năng ổn_định tuy có gr nhưng là số_thực chạy mượt hơn các dòng khác khoe cấu_hình gr bộ_nhớ tha_hồ lưu_trữ âm_thanh lớn nghe nhạc hay mua ip đỡ mất_giá hơn nhiều,"[ 0.  1.  1.  1.  1.  0.  0.  0.  0.  0. -1.  2.  2.  2.  2. -1. -1. -1.
 -1. -1.]"
2554,2554,kiếm cái lỗi để ra đỗi lại cái khác mà k dcmà sao mấy bạn cứ nói lỗi tùm lùm chã hiểu lun,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
2555,2555,mới mua em nó dùng nghe gọi linh_tinh triệu thì thế này là cùngdùng máy còn cơ_bản này thì bấm từ từ chứ nhanh quá nó phản_xạ không kịp,"[ 0.  1.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
2556,2556,máy khá là ngon trong tầm giá nhưng độ tương_phản của máy khá thấp so với các máy khác nên sẽ hơi khó nhìn,"[ 0.  0.  0.  0.  0.  1.  1.  1.  0.  0. -1. -1. -1. -1. -1.  2.  1.  0.
 -1. -1.]"
2557,2557,máy cực tệ lướt web sử_dụng g không được thường_xuyên bị giật lag khởi_động lại máy mà vẫn bị máy quá tệ,"[ 0.  1.  0.  1.  0.  1.  0.  0.  0.  0. -1.  0. -1.  0. -1.  0. -1. -1.
 -1. -1.]"
2558,2558,cảm_ứng ko mượt chơi game nhẹ mà cũng lag cùi bắp chỉ đáng tr thua xa hãng khác,"[ 0.  1.  0.  1.  0.  1.  1.  0.  0.  0. -1.  0. -1.  0. -1.  0.  0. -1.
 -1. -1.]"
2559,2559,rất buồn khi mua hàng trong thế_giới di_động khi mở hộp ra thì ko phải cục sạc nhanh như giới_thiệu nếu đúng là sạc nhanh tại_sao mình sạc phut mới đc pin,"[ 0.  0.  0.  0.  0.  0.  0.  0.  1.  0. -1. -1. -1. -1. -1. -1. -1. -1.
  0. -1.]"
2560,2560,sản_phẩm đẹp mua máy dc tặng ốp lưng rất cao_cấp chơi liên_quân khá ổn zalo hay fb lướt trơn_tru nhẹ_nhàng pin tạm_thời mới nên thấy tốt,"[ 0.  0.  1.  1.  0.  0.  0.  0.  1.  0. -1. -1.  2.  2. -1. -1. -1. -1.
  0. -1.]"
2561,2561,nghe không có googlechplay là chán rồi ae nên cân_nhắc kĩ trước khi mua tầm tiền này mua samsung hơn,"[ 0.  0.  0.  1.  0.  1.  1.  0.  0.  0. -1. -1. -1.  0. -1.  1.  1. -1.
 -1. -1.]"
2562,2562,pin ko hài_lòng cho lắm máy mượt cấu_hình mạnh chơi game ko pải bàn cải nhân_viên thegioididong nhiệt_tình,"[ 0.  0.  1.  1.  0.  0.  0.  0.  1.  0. -1. -1.  0.  2. -1. -1. -1. -1.
  2. -1.]"
2563,2563,mình mua ngày đến nay chưa được tháng mà máy đã tụt còn pin xuống thì hơn tháng nhưng từ xuống chỉ vài ngày pin như_vậy có được đổi không ạ chứ dùng vài ngày mà chai như vậy xót lắm mong qtv trả_lời mình,"[ 0.  0.  1.  0.  0.  0.  0.  0.  1.  0. -1. -1.  0. -1. -1. -1. -1. -1.
  1. -1.]"
2564,2564,xài gần cả tuần thấy rất oke thao_tác chạm nhanh_nhạy vân tay nhạy game rất oke nhưng khuyên nên giảm cấu_hình xuống thấp để có trải nghiệm mượt màpin trâu_bò camera cũng oke loa thì hơi bé tí và âm_thanh nghe cũng được chứ không hay,"[ 1.  1.  1.  1.  0.  1.  0.  0.  0.  0.  1.  2.  2.  2. -1.  2. -1. -1.
 -1. -1.]"
